"","text","subject_label","subject_predicted"
"497","Check the citation format",3,3
"498","Silver conductive thread",3,3
"499","Preinjected or control",3,3
"500","You need to improve the background information in the Abstract. Select the information most important to understand your prediction and write it down in 1-2 sentences. Include your hypothesis or prediction.",2,2
"501","any time you have an average graphed, you will need standard deviation bars. As such, this graph should have 16 error bars total.",3,3
"502","This figure is just raw data, so it shouldn’t be included",3,3
"503","hypothesize",2,2
"504","You don’t need to mention all these, that information is included in the figure.",3,3
"505","This is not an explanation of the results. This is why we use that cut-off level in science to determine statistical significance. That is not necessary in the discussion of your lab report.",3,3
"506","2% water agar",3,3
"507","Rewrite this please, to make it more clear",2,3
"508","Id say that there was an affect on the caterpillars.  However, you should argue this in your discussion.",3,2
"509","Add a sentence or more about Rana pipiens and why you are using it.",3,3
"510","Omit this figure captions because those figures are not necessary",3,3
"511","No-significant",3,3
"512","For stimulation",3,3
"513","Citation format is [last name : year]",3,3
"514","Which one is a t or p-value?",3,3
"515","Try to avoid colloquial language",2,2
"516","Also clean the image up a bit and delete the “Chart area” box",3,3
"517","You should have this scale on the graph. Also, what do the error bars represent?",3,3
"518","The amplitude size doesn’t indicate how quickly a contraction occurs but how strong that contraction is.",3,3
"519","This is confusing.",2,2
"520","recommended 18-24 hours range",3,2
"521","define this before using abbreviations",2,3
"522","Statistics? How do you know whether or not they were significantly different?",3,3
"523","Also the error bars are not placed correctly",3,3
"524","Tell me tstat and df as well",3,3
"525","any time you have an average graphed, you will need standard deviation bars. As such, this graph should have 16 total standard deviation bars.",3,3
"526","Be clear that this is half the “higher” CO2 concentration.",3,3
"527","Don’t talk about supporting or rejecting your hypothesis in the results, save it for the discussion",1,2
"528","Your figures don’t need titles, because they will have captions.",3,3
"529","revise",2,2
"530","See p. 42 in your resource guide for correct citation format (not the same as the annotation exercise). Also, in the works cited at the end, list (and number) citations in the order you referenced them.",3,3
"531","Supported not correct. Solid abstract, but you need a sentence or two of methods.",2,2
"532","Use the average of these values/column to make your graph.",3,3
"533","This one should be backed up with your data result",4,3
"534","the crops",2,3
"535","revise",2,2
"536","Report results of your t-test as shown in the resource guide.Report means and standard deviations as mean ± sd. Two sig figs is enough.",3,3
"537","Hypotheses are neither correct nor incorrect. The data support or make you reject the hypothesis, but that does not mean it was correct or incorrect.",2,2
"538","This is not super relevant here, but I’m happy you know that!",2,2
"539","Orient me. Where was the Physarum placed relative the the glucose? The filter paper relative to the Physarum and glucose?",3,3
"540","2% water agar.",3,3
"541","Refer to your lab as a study. These sentences should also be in the past tense",2,2
"542","Almost sounds colloquial. Try a different word here",2,2
"543","27C",3,3
"544","You could recognize some patterns here, though. For example, compare 10% treatment of both of your species. Your chard samples had much smaller p-values compared to spinach. So, chard could possibly show better results than spinach if you refine your methods and conduct your experiment again. Although you got statistically insignificant values, look for a pattern and see which could be a good candidate or show a better result next time if you improve your methods.",4,1
"545","If none of them died you don’t need to state that",3,3
"546","Can you expand on the role of ecdysterone in Manduca?",2,2
"547","Great intro, but is a little long.  Try to look it over and see what the most important things are and don’t worry about the rest so much.",2,2
"548","Standards deviation should be reported with the mean",3,3
"549","What we numbered our tubes is not important. Describe the separation of treatments without the numbering",3,3
"550","Can you be more specific in your figure captions? They should be self-explanatory",3,3
"551","Make sure I can see the negative end of the standard error bars",3,3
"552","You need to start more boradly",2,2
"553","Check for the correct format to report the mean in the results. It should be mean ± SD. Ex: 5.28 ± 0.54 cm",3,3
"554","This is unnecessaryIn the discussion you just need to briefly mention the result again and give some possible interpretations and explanations to those observations.",4,4
"555","Do not reference figures nor tables in the Abstract.",2,3
"556","Are you sure it is the correct tense for this section? Check with other primary lit",2,2
"557","Consider the order of the sentences. It would be helpful to know this before mentioning the hypothesis.",2,2
"558","Units for the y-axis. Correct the direction of the y-axisMissing standard error bars. That is important",3,3
"559","What speed? This needs to be written so that I can replicate your experiment exactly how you did it.",3,3
"560","citations?",3,3
"561","Are these averaged values? Then you are missing the SDStimuli amplitudeResponse before caffeine? What are you considering response here? Is the Amplitude of contraction? Missing units",3,3
"562","What was the concentration?",3,3
"563","Just for the next report, refer to the BioCore Resource Guide to format your in-text citations.",3,3
"564","Why? Why is length more important than mass? Be specific.",4,3
"565","Figure 1 and 2 seem to be the same thing, so I’m assuming you accidentally uploaded the same image twice.",3,3
"566","Not necessary",2,2
"567","Just say there was a significant difference between treatments (t =, df = , P =)",3,3
"568","Your job in the discussion is to come up with several reasons why this could occur",4,4
"569","After revising your data analysis, use your resource guide to write a good discussion.",2,3
"570","The first sentence should be a general statement about the neuromuscular system",2,2
"571","This should be written as a suggestion or a possible explanation, not like a result.",4,2
"572","You need to include a citation in your discussion.  It cannot be the lab manual",1,3
"573","Where are your error bars?! Also, be more specific with your legend—0mM of what?",3,3
"574","DO NOT DISCUSS THE HYPOTHESIS IN THE RESULTS!(We’ve repeatedly gone over this in class and I commented on it in your last lab report. Please come see me if you have questions.)",1,1
"575","I would re-word this, because if you’re actually blocking the Physarum’s path, then you can’t test its movement over it.",2,3
"576","Your hypothesis is either totally supported or not, each leg does not support or rejected your hypothesis",3,4
"577","The myogram is the temporal representation of the contraction, so you didn’t collect contractions using a myogram",3,3
"578","In which condition. Specify that",3,3
"579","This is a little confusing, so did you only collect data on the behaviors or one fish or on both of them? Where is the methods for murky water? What values did you actually run the t-test on – “significant values” isn’t very informative. How many tails did your t-test have?",3,3
"580","procedural error",3,3
"581","conspecific",3,3
"582","Significant difference?",3,3
"583","Did you mean the timing of the molt?",2,3
"584","I think pep is informal",2,2
"585","Does this really tell us about the health of a plant?",4,2
"586","avoid reporting stat values in abstract, you can mention that your results were statistically significant",2,3
"587","Rephrase to make it clear how you determined the significance.",3,2
"588","Can you be more precise than around 9g? Can you use descriptive statistic (mean and SD) for this?",3,3
"589","You don’t need to get this specific, make sure they can do the experiment but they don’t have to do everything exactly as you did.",3,4
"590","What specific allocation patterns allow for better fitness? How does heterogenous resource limitation specifically affect allocation?",4,4
"591","Don’t set your hypothesis off, integrate it as the last sentence of the intro (for example, “Based on this, we hypothesize that…”)",2,2
"592","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.",2,2
"593","Error bars are still not formatted properly. If you need help with the error bars, feel free to contact me.",3,3
"594","Use brackets [], not parentheses ()",3,3
"595","Similar to what? This is unnecessary because you will mention the hypothesis in the next sentence.",2,2
"596","This figure requires standard deviation error bars on each of the 16 bars",3,3
"597","This is descriptive statistics, so you can have this value without running a t-test.",3,3
"598","Ha, ok it’s great that you’re excited but here just say whether your hypothesis was supported or not.",3,2
"599","At least four total",3,3
"600","No, just the light-dependent reactions.",3,2
"601","cite",3,3
"602","I would try to include the number of pulses and the width of each pulse (how long each pulse lasted).",3,3
"603","Add why you accepted null hypotheses for both of your experiments. Why did the results turn out insignificant?",4,4
"604","Here would be a great place to mention artificial selection",4,2
"605","Make sure you are keeping to relevant information, we only need significant background on the hormone that you will be targeting.",2,2
"606","Again, follow up with my comments in #1",4,3
"607","Typically, if more than two treatments are involved (in this case, you used 3 including the control), an ANOVA would be used. But since there were just 3, I’ll let this go. Do let me know, however, if you’d like to learn more about ANOVA in case you need to know it in the future",3,3
"608","You can include the outcome from statistical analysis with the corresponding result. Avoid using separate sentences just for the statistical analysis.",3,3
"609","The gastrocnemius muuscle",3,3
"610","Mention your critical value to determine significance",3,3
"611","So these error bars still aren’t correct, as they are not centered on the bars. If you need help doing this for your presentation figure let me know.",3,3
"612","Include standard deviations",3,3
"613","Make sure all of your background information is relevant to your experiment",4,2
"614","This sentence is a bit unclear",2,2
"615","Say something about the difference in coloration here",3,3
"616","remove",2,2
"617","You did that. What else might help?",4,3
"618","Refer to the concentrations of CO2 as your treatments, not  “Group 1 or 2”",3,3
"619","This disagrees with the first sentence of your results (which is in the wrong section).",2,2
"620","Okay, this is all fine, but I need a connection to some bigger idea. What does your experiment say about the best strategies for these fish to maximize their fitness? What do you think it says about their evolution – I am particularly interested in the fact that these are aggressive fish, yet they take advantage of a shelter to avoid fighting. You mention this briefly, but it would be great if you could flesh out this idea and tell the reader what it all means.",4,4
"621","Either explain this more, or remove it. I heard Madeline talk about this in class so I know what you’re talking about but you need more info in your discussion about this if you want to bring it up.",2,4
"622","As you’re more interested in the total difference in mass rather than the change for each day, you could use a bar graph showing the difference between final/initial mass (Your current graph works too but, you will want to quantify the difference in growth in some way).",3,3
"623","Needed is the effect of IGR on control vs treatment group, not on individual caterpillar.",3,3
"624","This is all relatively redundant, and your first sentence needs to be if your hypothesis was supported or not",3,2
"625","Delete gridlinesInclude axes titles",3,3
"626","Give the mL added to the food and the percent concentration",3,3
"627","This is raw data",3,3
"628","I need to know exactly what you did in your methods section – down to the volumes used (for everything), centrifuging parameters, etc",3,3
"629","Can you be more specific? Used chemical",2,3
"630","You might want to show more data in this figure. Showing leg 1 control and treatment and then leg 2 control and treatment rather than one control and treatment.",3,3
"631","Have a more clear hypothesis",4,2
"632","?",2,3
"633","True, but this claim would benefit from a citation",3,4
"634","This table is not necessary since you already stated the p-value in the results.",3,3
"635","Problem with error bars. They look the sameReconsider the x-axis",3,3
"636","Colloquial language",2,2
"637","Also, this is not the only explanation. The issue could be with the way this CCB works, rather than with the role of calcium in the muscle contraction.",4,4
"638","This belongs right after my first comment.",2,2
"639","No titles on graphs, y-axis needs a label and there are errors with your standard dev bars",3,3
"640","Include data in parenthesis.",3,3
"641","This would go in your discussion.  In the results, you would just state what you observed without proving reasoning.",2,2
"642","No need to mention sources of error unless you have evidence that it actually affected the outcome",4,4
"643","You should not have a graph title, you have no y-axis units, and your standard deviation is off. You should be showing overall change in weight not weight change every day.",3,3
"644","Do not cite your results, you didn’t take this information from a previous experiment. That was an observation from your own experiment.",3,3
"645","You can save this for the methods",2,2
"646","Check d.f. value",3,3
"647","They found similar results to yours, but their experiment is not conclusive with your hypothesis.",4,2
"648","Plagiarized",1,3
"649","Statistical grounds? Did you mean that the data did not support the hypothesis?",3,3
"650","In-text citation format [Johnson: 2016]",3,3
"651","But you didn’t use individuals in their early larval stages",3,3
"652","Making them weigh less compared to what?",3,3
"653","You should mention somewhere in here that you are using Rana pipiens as your model organism and why. I know you removed it from the end to make the hypothesis last, but it should still be in here somewhere.",3,3
"654","Should be 2018, as the lab manual was just updated!",3,3
"655","Precor is the brand, methoprene is the chemical",3,3
"656","Describe all the results citing figures and t-test p-values.",3,3
"657","No need to explain specific aggressive behaviors in your introduction. Instead, focus your introduction on explaining intraspecific aggression, experimental treatments, and their connection.",2,4
"658","However, one-way ANOVA did not show any statistically significant difference..",3,3
"659","This belongs in the methods section",2,2
"660","….colloquial language",2,2
"661","This is not the format to report statistical outcome in the results. This should support the observed results.",3,3
"662","Precor is the brand, methoprene is the actual chemical in it",3,3
"663","The specific labels are not as important as we can easily label them “X” and “Y” and get the same results.",3,3
"664","You should state if your hypothesis was supported or not and list the p-value",3,3
"665","Corpus cardiacum is a neurohemal organ, the site of release, it is not the secretory tissue",3,3
"666","Why do we care about this research?",4,2
"667","State the results of your t-test here, so put p-value, t stat and df",3,3
"668","Do you think a picture would be helpful to visualize this results?",3,4
"669","Refer to relevant table in parenthesis.",3,3
"670","Need to specify that you found the average per pot, and used pot averages in the stats",3,3
"671","Include the statistical outcome with the corresponding result and avoid using an entire sentence just to report the p-value",3,3
"672","For what statistical test? You also only need to mention the test and the alpha (you can assume your reader understand statistics).",3,3
"673","Don’t forget to include a sentence or two describing your methods in the abstract too. It was kind of implied, but be more upfront about what your methods were",2,2
"674","I’d give a brief overview of how microtubules are formed, as it may make your rationale even more clear.",4,4
"675","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.",2,2
"676","Reference the figures in the results",3,3
"677","Look out for typos",2,3
"678","Report the standard deviations as well",3,3
"679","Try to sound more scientific",2,2
"680","citation",3,3
"681","Need a little bit more background info about why this may be the case",2,2
"682","Did you stimulate the muscle or the nerve?",3,3
"683","Probably those values of the mean and SDare not necessary because that information is already I the figure",3,3
"684","Again, what kind of growth? Roots? Shoots?",3,3
"685","Frogs aren’t mammals",3,3
"686","This sentence is unnecessary. You can just start with the background on nerves.",2,2
"687","Missing figure numbers",3,3
"688","Is this a strong ending? Remember we want to bring it out to the big picture, and connect back to the introduction. Rework the structure of the discussion to leave the reader with a strong impression of why your work is important.",4,4
"689","This belongs in the results section",2,2
"690","There’s no explanation of how plants change growth strategies, so this seems like it’s a bit out of left field. Make sure you explain all aspects of your hypothesis in your introduction.",4,4
"691","Try to avoid colloquial language",2,2
"692","This is a great explanation, but it could benefit from  some supporting citations",4,2
"693","What year was this article published?",3,3
"694","Keep it simple. Just say hungry or food deprived",2,2
"695","Missing the year",3,3
"696","Error bars formatted incorrectly",3,3
"697","How is JH amount related to length? Explain why you think this",4,4
"698","Stats?",3,3
"699","How many mL is this?",3,3
"700","Your intro is good thus far, but now that the reader understands resource allocation, what can you tell us about how light might affect resource allocation? You need to make the connection between root/shoot growth in response to stimuli and light availability before introducing your hypothesis.",4,4
"701","Also, this and the next sentence are “big picture” and would flow better toward the end of the discussion.",2,2
"702","These 4 graphs are raw data (basic criteria). I would only include one to say “this is a typical myogram.” I would then collect the point relevant to your experiment (Threshold voltage) and present that in a graph.",3,3
"703","What do you mean by random error?",3,3
"704","How did you do this? Using the leading strand? A central axis across all three cubes?",3,3
"705","No need to discuss error sources here, unless you have evidence that they actually affected your results",4,4
"706","Hypothesis should be in just one sentence",2,2
"707","If you combine those figures, you will only need one figure caption",3,3
"708","What are your (in)dependent variables? What leafy green did you use and why?",3,3
"709","Which type of t-test?But more importantly, why did you use different # of tails for the tests? What in your hypothesis makes this a valid approach, I only see a two-tailed hypothesis? You should either clarify your hypothesis, or use the two-tailed t-test for both the weight and length ratios.",3,3
"710","What was the averaged variable?",3,3
"711","Which graph? Reference your figures.",3,3
"712","I would read this portion over again. The wording made it a bit difficult to understand.",2,2
"713","Report means as mean +/- SD",3,3
"714","What about a Tukey-Kramer for your specific hypothesis?",3,3
"715","Revise",2,2
"716","I’m confused—why do you have two p-values here?",3,3
"717","Force is the wrong word here, it’s technically amplitude, but I get your point",3,3
"718","LabScribe software",3,3
"719","This is a result. Should not be in this section.",2,3
"720","citations",3,3
"721","Passive voice is preferred",2,2
"722","You should not use quotes in scientific writing. Paraphrase the papers you cite in your own words.",2,2
"723","State this as an explicit hypothesis.",4,2
"724","Sample size for each group? Averages and standard devs? Check in your primary literature and see what some of their figure captions contain.",3,3
"725","Citation formatting. Missing the journal volume and pages number.",3,3
"726","effect",2,3
"727","This is borderline interpretation, which does not belong in the results. A better way to phrase this would be “Because this is higher than the alpha of 0.05, the results are statistically insignificant. ”Don’t comment on what it does or does not prove.  You might also want to describe any trends (which group had higher thresholds, for example).",2,3
"728","I would include the actual p-value",3,3
"729","percent change?",3,3
"730","This is unnecessary information and is not scientific in tone. Keep your report focused on the facts",2,2
"731","Missing outside sources (basic criteria).",1,1
"732","Pretend like you are writing a scientific journal article, not a lab notebook- avoid phrases like this one.",2,2
"733","Do not write two sentences back to back beginning with however. You could actually get rid of second however and still convey the message clearly.",2,2
"734","Please see p. 42 in the BioCore Resource Guide for the correct citation format (not the one in the annotation exercise)",3,3
"735","Write the methods in past tense",2,2
"736","This part needs citation",3,3
"737","You only need to report the p-value for the ANOVA, and you only need to report it once. Say something like, “There was a significant difference in red mane response time among the three groups (p=), and the Tukey Kramer test shows that X and Y groups and Y and Z groups were significantly different from each other.",3,3
"738","Delete gridlinesClean the image up by not including highlightingLabel your treatments with the concentrations. If I just looked at the graph, I wouldn’t be able to tell that this is a CO2 treatment.",3,3
"739","This interpretation should go in the discussion section",2,2
"740","Specify the voltage of stimulation/ Were those obtained at threshold or suprathreshold stimuli?",3,3
"741","Significant?",3,3
"742","How id you determine the sig?",3,3
"743","I think the standard errors are the same for both conditions and that should not be the case. Check in Sakai/Bio Core Guide/ Displaying Data, in the graphs section there is one link for an excel tutorial that shows you how to add the standard deviations correctly.",3,3
"744","Ecdysone is also produced before each molt, not only during the commitment pulse",3,3
"745","We can never imply causation—only correlation.",2,2
"746","This is raw data",3,3
"747","Why? What about sand promotes root vegetable growth?",4,3
"748","Combine the mean and SD for each group. Report them together.",3,3
"749","Report results of t-test as shown in resource guide. Report  means and standard deviations of the R:S ratios.",3,3
"750","Mention your figure (the graph) somewhere in here",3,3
"751","Good spot to include what you had in the abstract",2,2
"752","Once again, this could use a sentence about the Manduca life cycle, then about what ecdysone normally does",2,2
"753","Can you be more precise? What did you average?",3,3
"754","Also be sure to utilize your background information though. You’re making the right points, but not explaining yourself.",4,2
"755","Your error bars look the same for the control and treatment groups – you should not be the case.",3,3
"756","Need to provide molarity of test compound and dilution calculation for 1x to 20x",3,3
"757","As you’re more interested in the total difference in mass rather than the change for each day, you could use a bar graph showing the difference between final/initial mass (Your current graph works too but, you will want to quantify the difference in growth in some way).",3,3
"758","Also average",3,3
"759","Why did you infer that? You should be more explicit.",4,3
"760","Lab manual citation is [Johnson : 2018]",3,3
"761","Revise",2,2
"762","Ecdysone is also called 20E, so these are the same thing",3,3
"763","This is technically interpretation, and should go in your discussion section.",1,2
"764","You can only use the word significant when you run statistics on the comparison.",2,3
"765","Is Precor a hormone or a chemical that mimics the hormone? You can also called a synthetic hormone.",3,3
"766","Just say “our hypothesis was”, otherwise it seems like you started the experiment and then formed a hypothesis",2,2
"767","Citations!",3,3
"768","Well, not the t-test, because the p-value wasn’t significant, but the bar graph certainly does suggest that, yes.",3,3
"769","If you mention this, calculate it and present that number here",3,3
"770","Don’t use possible errors in your experiment as a reason for why your results did not support your hypothesis – what was going on inside the caterpillar?",4,4
"771","What background info led you to think of this experimental question?",4,4
"772","This makes it sound like you had one control leg and one treatment leg, but each leg is both a control and treatment.",2,3
"773","Need to explain/define which behaviors you measured.",3,3
"774","How many replicates did you measure? What value did you run the ANOVA tests on? Right now it’s not clear to the reader what exactly you measured, whether you used a ratio, or whether you looked at length, weight, both, or something else entirely.",3,3
"775","Why? You need to introduce the mechanism of aggression in order for your reader to understand your hypothesis.",4,4
"776","Because the same legs served as the experimental and control, I would recommend a paired t-test instead.",3,3
"777","We used an incubator, not a fridge",3,3
"778","What about your hypothesis?!",4,2
"779","Literature formatting. Check the example for your second citation below in red.",3,3
"780","Within the discussion, cite all pertinent literature using the [Last name of first author: year] citation format. All information that is not common knowledge needs to be cited.",3,3
"781","It is just a paired t-test, not a two sample paired t-test",3,3
"782","Standard deviations are not correct",3,3
"783","This is unnecessary",2,2
"784","Reagent Table",3,3
"785","I can’t replicate this.",3,3
"786","Make sure to include the concentration of lidocaine used.",3,3
"787","So this intro is a bit better, but it’s not super clear how you make the logical leap from Precor causing lack of pupation to Precor causing increased weight gain.",4,4
"788","Those are cations channels because they can move Na+ and K+",3,2
"789","Missing citations in this section.",3,3
"790","All of this should be saved for the discussion.  It talks to much about why you did things rather than the cold results.",3,2
"791","Would this mean increasing the concentration daily in each worm or having multiple treatment groups with some having higher concentrations?",4,3
"792","Where are these figures referred to in the text?",3,3
"793","40 or 48? Be consistent!",3,2
"794","Which shows what? +/-1 standard deviation? Something else?",3,3
"795","Round the numbers",3,3
"796","How is this related to your own experiment?",4,2
"797","The label itself isn’t as important as you can easily label them something else and get the same results. (Doesn’t affect reproducibility).",3,4
"798","Always proximate, not ultimate",2,3
"799","This shouldn’t be an issue. The frogs are euthanized around 5 minutes after our lab begins.",3,3
"800","Your discussion also needs a reference to primary literature.",1,3
"801","Methods should be in paragraph form, not a list",3,2
"802","You need to have a citation in this section of the report. Citing the lab manual does not count unfortunately.",3,3
"803","Try looking for the active ingredient in Precor. It uses a JH analogue rather than JH itself.",3,3
"804","“A previous experiment..” would be better",2,2
"805","You should not have raw data in your lab report",3,3
"806","Instead of they use “Matveeva et al. found that. Notice that you incorrectly put et al format. The period goes after “al”, not after “et”",3,3
"807","Of all the insignificant results you reported, pick the ones that caught your attention and include only those.",3,3
"808","Average value for graphs should final day avg - first day avg for every caterpillar and then avg of the three differencesAdd error bars",3,3
"809","No need to give the means here, since you have the same data in graphs",3,3
"810","Mention the critical value for p to determine significance",3,3
"811","The same leg was the control and treatment condition, so write the results according to this.",3,3
"812","explain why this would effect anything",2,2
"813","I would put the hypothesis in biological context here rather than stats. What is the reasoning behind your hypothesis? This usually comes from previous studies.",4,4
"814","I…didn’t catch this last time either, but for the next report, be sure to break down your data analysis more. So, collected absorbances, then calculated percent change, and then compared the mean percent changes for each cohort statistically.",3,3
"815","3) don’t state if your hypothesis is supported or rejected in this section, that only goes in your discussion",1,2
"816","Not true. Getting an insignificant p-value does NOT mean that you did the experiment wrong. If the p-value is very insignificant (0.9, for example), then there is simply no measurable effect from the treatment you used, but that is a result, not a sign that the experiment was wrong. If the p-value is close to significant (like yours), that means that while the results are not statistically significant, you did see a biologically significant result and your hypothesis might have been supported.",3,4
"817","This is unnecessary. Instead you could report the statistics outcome with the corresponding result, to corroborate that those observations differed significantly.",3,3
"818","dH20",3,3
"819","citations",3,3
"820","Your hypothesis doesn’t seem like it was supported by your results. Your hypothesis was that the caffeine would increase the contraction of the muscles but your results show that caffeine nearly eliminated muscle response to stimulus. Remember that a statistical test shows if the difference in the control/experimentals were likely due to chance. The low p value you guys received would say that the difference between control and caffeine (in this case, the extreme decrease in contraction) was by likely not by chance.",4,4
"821","Good point. The frequencies of each behavior might be worth graphing if you think it’s important for the discussion.",3,4
"822","It should’ve been a paired t-test",3,3
"823","Are you interested in murky water because it is toxic, or because it decreases water visibility? I think this is an OK study to cite, because it talks about agonistic behavior, but it doesn’t really support your hypothesis. Consider finding another journal article on water visibility, or even fish vision, to support your hypothesis.",4,4
"824","You future implication is still limited to Physarum model. What about translating it to other organism models at a broader context?",4,4
"825","You had a one-tailed hypothesis…",3,3
"826","Incorrect error bars. See me if you need help with them",3,3
"827","Explain the number of individuals in each group. You can mention in the first sentence that they had similar size. Is not necessary to say that 2 of them were 4 cm and the other 2 4.5 cm.",3,3
"828","If not statistically significant, choose another word (noticeably, notably, etc.)",3,3
"829","This belongs in the discussion.",2,2
"830","You should introduce the chemical that you will be using first.",3,3
"831","Also, what does this mean for agriculture? You mentioned it in the introduction, so you should mention it again the discussion.",4,2
"832","Careful of getting too redundant in the beginning of the discussion",2,2
"833","Find a way to make this more concise.",2,2
"834","this is probably unnecessary (rationale in introduction)",4,2
"835","This introduction doesn’t really flow the way it should. Start with a broad beginning talking about the neuromuscular system, then introduce your study organism, then talk about what specifically you will be doing and what you think will happen in the experiment.",2,4
"836","No quotes!",2,2
"837","Because the same subject served as your control and experimental, you should use the paired t-test",3,3
"838","Increasing sample size or collecting more data is good for ALL experiments. Instead, focus on discussing biological mechanisms rather than sources of error.",4,4
"839","Which year was this study published?",3,3
"840","unnecessary",2,2
"841","Reconsider the x-axis. Maybe using numbers for the days would be betterAre these averaged values? Where are the SD?",3,3
"842","Put in the amount of legs you analyzed, so including the extra data you recieved",3,3
"843","Can you make your hypothesis more straight-forward and clearer?",4,2
"844","Use the average for plotting your graph",3,3
"845","I would suggest numbering steps or (preferably), turning this into a paragraph, not a bulleted list.",3,3
"846","Reference your figure in this section",3,3
"847","This is a little too much information for a title. As you talk about it in the introduction, I would consider leaving this out.",2,2
"848","This is not the best way to report the resultsReference the figures displaying the dataDescribe the trendsSupport those observations with statistics",3,3
"849","They were significantly higher or smaller than experimental animals. You should describe the observations, not only mention tat they were statistically significant.Reference the corresponding figure showing this result",3,3
"850","Missing the t stat and the degrees of freedom",3,3
"851","Write this as if you were writing a scientific journal article instead of a lab notebook- avoid phrases like, “this lab.”",2,2
"852","Put this in terms of R:S ratio differences between the two groups. All this tells me right now is that you predict the R:S ratio for shade plants will be &lt; 1, which is not what you tested. Once you have rephrased your hypothesis, make sure you also correct this in the discussion.",4,4
"853","This is what I meant by introducing biological background info pertinent to your experiment. I don’t need to know about the special pairs, but I do need to know about plastoquinone.",2,4
"854","This is confusing, what do you mean by value versus calculated value?",3,3
"855","should have focused on the chloroplast isolating procedure and how it could have been improved.",3,3
"856","corpus allatum",3,3
"857","I don’t understand this sentence.Please include more in-depth descriptions of your fake fish.",3,3
"858","Why?",4,3
"859","They were ordered from a service that houses them",3,3
"860","You had the concentration right the first time with 1 mM, I just wanted you to state the 1ml",3,3
"861","I would write control",3,3
"862","I need some information about the light-dependent reactions because you only looked at those. Tie that biological background information to absorbance by explaining why you used DCPIP; make the connection between absorbance, percent change, and photosynthetic rate explicit. Also, try to reorganize this a bit; maybe think about introducing how different environmental factors, like light, affect photosynthesis, then explain your experiment and rationale.",4,4
"863","This section should be in past tense.",2,2
"864","Two-sample t-test",3,3
"865","This belongs at the end of your intro, NOT your methods.",2,2
"866","This should not be in here, you need a summarized figure of you data.",3,3
"867","Copy/pasting my comment from the original report: What background information can you find to introduce/contextualize your experiment? You need to talk about the possible effects of adding shelter before you present your hypothesis. There is some literature out there on coral reef fish using corals as hiding places from other fish, for example, and I’m sure you can think of other ways to find this information.",4,4
"868","You don’t really need this because it could be visualized on the graph, however, since you drew conclusions from it, this is okay",3,3
"869","A good control here would have been to soak the plates in water.",3,3
"870","change this language",2,2
"871","While we can derive what this then means for the muscle with lidocaine, a hypothesis is generally written to discuss the expected result for the experimental treatment.",4,2
"872","While technically not raw data, this table is not important to include. You can just use the graphs below.",3,3
"873","Instead of saying that the obtained results were opposite to the expected results, just mention the observed trends in the data. That is what you got, mention that first and then later you can mention that it goes against the predicton.",2,4
"874","This is not true. The bar does not represent the food. I t represents the average length of fur caterpillars treated with IGR.",3,3
"875","Is this relevant to your hypothesis? If not, consider removing.",2,2
"876","percent",3,3
"877","mL?",3,3
"878","The results were statistically no-significant, not the hypothesis. Then the results support or do not support the hypothesis",3,3
"879","Try to stay away from websites as a source unless they are .edu or .gov as they are not scholarly. Any scientific journal articles work. As this isn’t a scholarly source, I will take points off if it’s still in the revision.",3,1
"880","0.1mL",3,3
"881","It is really hard to see this image, next time try to screenshot just the graph and not the whole screen because I can’t really read anything",3,3
"882","Use academic search engines to get peer reviewed sources.",3,3
"883","Hypothesize?",2,2
"884","informal",2,2
"885","In some cases, you had five muscles.",2,3
"886","Your discussion needs to talk about the implications of your results, whether your hypothesis was supported, and give a biological reason for your results",4,4
"887","In the results, you don’t interpret the results, so you don’t include statements like that one concluding if the hypothesis was supported or not.",2,2
"888","Put this information in parentheses after the statement of significance",3,3
"889","So you injected 0.1 ml, but that is not the concentration. I believe the concentration was 1 mM",3,3
"890","This table is fine but not necessary since you already mention some of these values in the text by themselves.",3,3
"891","No error bar makes sense now.",3,3
"892","You need primary literature in your discussion. This is also a basic criterion. Also, this section is far too short.",1,1
"893","Are you sure it is the correct tense for this section? Check with other primary lit",2,2
"894","Not relevant to your methods",3,2
"895","What was this study? What did they do?",3,2
"896","These figure captions need a lot of work.",3,3
"897","Citations for this section?",3,3
"898","What is normal food?Specify the amount of drops per grams of food. That information shouldn’t be between parenthesis because that is the most important information of the sentence.",3,3
"899","Did you follow up with a Tukey-Kramer? What were the results of that? How did the saline concentrations compare statistically?",3,3
"900","Why is this experiment relevant or important?",4,2
"901","Be clear that the replicates were for each experimental condition.",3,3
"902","So if your p-value is significant than why was your hypothesis not supported?",3,3
"903","Work on this statement, you can be more specific with the first portion of your sentence.",2,2
"904","P not Pi",3,3
"905","Redundant",2,2
"906","This can probably be removed",2,3
"907","This sounds like observational results that should go in the results section.",3,2
"908","If you don’t reference a figure in the paper, you don’t need to include it",3,3
"909","I recommended you avoid using the terms of treatment and control group because the same muscles were used for both conditions.",2,3
"910","5 drops into their food of 10g",3,3
"911","What temperature does he recommend? Is it around room temperature? If so this doesn’t really apply",3,3
